date,volume,chlorine,cholera,chol_highcov,chol_lowcov,rain
29/12/2013,3834,0.8,6,1,5,0.013
30/12/2013,3497,0.8,4,2,2,24.03
31/12/2013,2866,0.7,1,1,0,8.075
01/01/2014,3939,0.7,4,2,2,0
02/01/2014,4318,0.6,6,1,5,1.834
03/01/2014,3698,0.8,1,1,0,0
04/01/2014,3967,0.9,7,1,6,0.358
05/01/2014,2695,0.7,4,2,2,3.621
06/01/2014,4406,1.1,2,1,1,0.266
07/01/2014,2204,0.8,5,3,2,0
08/01/2014,690,0.6,5,3,2,1.754
09/01/2014,4374,0.8,6,2,4,7.956
10/01/2014,3940,0.6,6,3,3,0
11/01/2014,4845,0.7,8,4,4,1.278
12/01/2014,5127,0.6,4,3,1,2.051
13/01/2014,4368,0.6,2,1,1,0
14/01/2014,2630,0.6,1,1,0,6.28
15/01/2014,4052,0.7,4,0,4,3.285
16/01/2014,3413,0.6,3,2,1,0
17/01/2014,4006,0.7,2,1,1,7.821
18/01/2014,3612,0.6,1,0,1,0.437
19/01/2014,3576,0.8,1,1,0,6.331
20/01/2014,2531,0.6,1,0,1,28.77
21/01/2014,3728,0.6,2,0,2,0.167
22/01/2014,3013,0.6,3,1,2,0
23/01/2014,4158,0.7,3,1,2,10.067
24/01/2014,3911,1.2,6,2,4,0.546
25/01/2014,3891,0.7,7,3,4,1.304
26/01/2014,3820,0.7,0,0,0,0.074
27/01/2014,989,1.3,4,0,4,2.596
28/01/2014,1184,0.7,1,0,1,0
29/01/2014,4400,0.7,3,0,3,0.377
30/01/2014,2991,0.7,3,1,2,0
31/01/2014,3246,0.7,4,2,2,0.723
01/02/2014,4104,0.8,2,2,0,0.598
02/02/2014,3364,0.5,4,1,3,5.436
03/02/2014,3787,0.6,3,2,1,0
04/02/2014,2554,0.7,0,0,0,14.638
05/02/2014,3898,0.7,0,0,0,0.793
06/02/2014,1857,0.8,2,0,2,4.842
07/02/2014,3698,0.6,1,1,0,12.223
08/02/2014,2138,0.6,3,1,2,1.665
09/02/2014,2287,0.7,2,1,1,8.94
10/02/2014,0,0,1,1,0,3.425
11/02/2014,1758,0.8,0,0,0,0
12/02/2014,3039,0.5,1,1,0,0
13/02/2014,3931,0.7,1,0,1,0
14/02/2014,3414,0.6,0,0,0,0.429
15/02/2014,3478,0.8,4,0,4,0
16/02/2014,4762,0.8,1,0,1,0.366
17/02/2014,3744,0.7,4,1,3,1.421
18/02/2014,3080,0.6,0,0,0,0
19/02/2014,2617,0.8,3,1,2,4.861
20/02/2014,3396,0.6,0,0,0,0.556
21/02/2014,2824,0.7,2,1,1,0
22/02/2014,2952,0.7,2,1,1,0
23/02/2014,3844,0.8,1,0,1,14.22
24/02/2014,3592,0.7,4,1,3,5.034
25/02/2014,2988,0.8,4,2,2,1.831
26/02/2014,2944,0.8,0,0,0,1.251
27/02/2014,2215,0.8,1,0,1,0
28/02/2014,3200,0.7,1,1,0,2.024
01/03/2014,4307,0.6,0,0,0,0
02/03/2014,3313,0.7,1,1,0,0.425
03/03/2014,4576,0.7,1,0,1,0
04/03/2014,3637,0.8,0,0,0,1.215
05/03/2014,4187,0.7,3,2,1,1.552
06/03/2014,3238,0.8,0,0,0,5.536
07/03/2014,3448,0.7,2,2,0,0
08/03/2014,3189,0.6,1,0,1,0
09/03/2014,4797,0.8,1,1,0,0.059
10/03/2014,379,1.5,0,0,0,1.493
11/03/2014,0,0,6,3,3,33.722
12/03/2014,1098,0.8,2,0,2,1.202
13/03/2014,560,0.8,0,0,0,4.295
14/03/2014,2263,0.8,2,0,2,7.56
15/03/2014,356,,2,0,2,1.412
16/03/2014,39,,6,4,2,15.928
17/03/2014,1249,1.2,9,3,6,2.269
18/03/2014,1252,0.8,4,0,4,0
19/03/2014,1089,0.8,8,5,3,1.098
20/03/2014,1476,0.8,10,3,7,13.659
21/03/2014,1014,0.7,17,11,6,0
22/03/2014,1507,0.8,15,8,7,0
23/03/2014,2478,0.6,13,3,10,2.899
24/03/2014,1349,0.8,13,10,3,8.091
25/03/2014,440,0.6,14,8,6,0
26/03/2014,1312,0.7,19,9,10,0
27/03/2014,3632,0.7,10,4,6,1.848
28/03/2014,4175,0.7,17,13,4,2.714
29/03/2014,4000,0.7,17,10,7,0
30/03/2014,3366,0.9,9,5,4,3.019
31/03/2014,1951,0.6,18,6,12,12.594
01/04/2014,3939,0.6,17,4,13,8.726
02/04/2014,4123,0.5,14,5,9,5.022
03/04/2014,3322,0.7,20,6,14,0
04/04/2014,4728,0.8,14,8,6,0
05/04/2014,3945,0.6,14,9,5,5.2
06/04/2014,5110,0.7,13,8,5,1.34
07/04/2014,2784,0.6,8,3,5,1.929
08/04/2014,2914,0.6,4,2,2,11.585
09/04/2014,3457,0.6,17,6,11,0
10/04/2014,4467,0.7,18,4,14,0
11/04/2014,3008,0.6,11,3,8,1.644
12/04/2014,3724,0.6,6,1,5,7.957
13/04/2014,3010,0.6,11,0,11,0
14/04/2014,3963,0.6,4,0,4,0
15/04/2014,3645,0.7,8,2,6,0
16/04/2014,2525,0.7,8,3,5,7.117
17/04/2014,3818,0.6,8,2,6,0
18/04/2014,2686,0.7,2,1,1,5.961
19/04/2014,3283,0.7,5,3,2,3.592
20/04/2014,3746,0.5,1,0,1,2.478
21/04/2014,3820,0.6,0,0,0,0
22/04/2014,4105,0.6,2,0,2,0
23/04/2014,2525,0.5,3,2,1,3.859
24/04/2014,2637,0.6,2,0,2,1.004
25/04/2014,3913,0.8,1,0,1,1.949
26/04/2014,2576,0.6,2,1,1,0.596
27/04/2014,4225,0.6,5,2,3,0
28/04/2014,4092,0.6,5,1,4,0.784
29/04/2014,3062,0.7,2,0,2,0
30/04/2014,3046,0.6,10,2,8,0
,,,,,,
,,,,,,
